x, rho, rho*u, E, rho*u, rho*u^2+p, u(E+p)
   0.00167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.00500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.00833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.01167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.01500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.01833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.02167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.02500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.02833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.03167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.03500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.03833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.04167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.04500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.04833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.05167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.05500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.05833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.06167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.06500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.06833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.07167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.07500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.07833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.08167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.08500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.08833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.09167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.09500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.09833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.10167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.10500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.10833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.11167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.11500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.11833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.12167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.12500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.12833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.13167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.13500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.13833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.14167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.14500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.14833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.15167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.15500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.15833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.16167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.16500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.16833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.17167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.17500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.17833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.18167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.18500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.18833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.19167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.19500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.19833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.20167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.20500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.20833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.21167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.21500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.21833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.22167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.22500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.22833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.23167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.23500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.23833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.24167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.24500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.24833   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.25167   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
   0.25500   1.00000   0.00000   2.50000   0.00000   1.00000   0.00000
