x, rho, rho*u, E
   0.00100   1.00000   0.00000   2.50000
   0.00300   1.00000   0.00000   2.50000
   0.00500   1.00000   0.00000   2.50000
   0.00700   1.00000   0.00000   2.50000
   0.00900   1.00000   0.00000   2.50000
   0.01100   1.00000   0.00000   2.50000
   0.01300   1.00000   0.00000   2.50000
   0.01500   1.00000   0.00000   2.50000
   0.01700   1.00000   0.00000   2.50000
   0.01900   1.00000   0.00000   2.50000
   0.02100   1.00000   0.00000   2.50000
   0.02300   1.00000   0.00000   2.50000
   0.02500   1.00000   0.00000   2.50000
   0.02700   1.00000   0.00000   2.50000
   0.02900   1.00000   0.00000   2.50000
   0.03100   1.00000   0.00000   2.50000
   0.03300   1.00000   0.00000   2.50000
   0.03500   1.00000   0.00000   2.50000
   0.03700   1.00000   0.00000   2.50000
   0.03900   1.00000   0.00000   2.50000
   0.04100   1.00000   0.00000   2.50000
   0.04300   1.00000   0.00000   2.50000
   0.04500   1.00000   0.00000   2.50000
   0.04700   1.00000   0.00000   2.50000
   0.04900   1.00000   0.00000   2.50000
   0.05100   1.00000   0.00000   2.50000
   0.05300   1.00000   0.00000   2.50000
   0.05500   1.00000   0.00000   2.50000
   0.05700   1.00000   0.00000   2.50000
   0.05900   1.00000   0.00000   2.50000
   0.06100   1.00000   0.00000   2.50000
   0.06300   1.00000   0.00000   2.50000
   0.06500   1.00000   0.00000   2.50000
   0.06700   1.00000   0.00000   2.50000
   0.06900   1.00000   0.00000   2.50000
   0.07100   1.00000   0.00000   2.50000
   0.07300   1.00000   0.00000   2.50000
   0.07500   1.00000   0.00000   2.50000
   0.07700   1.00000   0.00000   2.50000
   0.07900   1.00000   0.00000   2.50000
   0.08100   1.00000   0.00000   2.50000
   0.08300   1.00000   0.00000   2.50000
   0.08500   1.00000   0.00000   2.50000
   0.08700   1.00000   0.00000   2.50000
   0.08900   1.00000   0.00000   2.50000
   0.09100   1.00000   0.00000   2.50000
   0.09300   1.00000   0.00000   2.50000
   0.09500   1.00000   0.00000   2.50000
   0.09700   1.00000   0.00000   2.50000
   0.09900   1.00000   0.00000   2.50000
   0.10100   1.00000   0.00000   2.50000
   0.10300   1.00000   0.00000   2.50000
   0.10500   1.00000   0.00000   2.50000
   0.10700   1.00000   0.00000   2.50000
   0.10900   1.00000   0.00000   2.50000
   0.11100   1.00000   0.00000   2.50000
   0.11300   1.00000   0.00000   2.50000
   0.11500   1.00000   0.00000   2.50000
   0.11700   1.00000   0.00000   2.50000
   0.11900   1.00000   0.00000   2.50000
   0.12100   1.00000   0.00000   2.50000
   0.12300   1.00000   0.00000   2.50000
   0.12500   1.00000   0.00000   2.50000
   0.12700   1.00000   0.00000   2.50000
   0.12900   1.00000   0.00000   2.50000
   0.13100   1.00000   0.00000   2.50000
   0.13300   1.00000   0.00000   2.50000
   0.13500   1.00000   0.00000   2.50000
   0.13700   1.00000   0.00000   2.50000
   0.13900   1.00000   0.00000   2.50000
   0.14100   1.00000   0.00000   2.50000
